Term,Asymptomatic,Symptomatic
"DNA Damage Response, Signal Transduction By P53 Class Mediator Resulting In Transcription Of P21 Class Mediator (GO:0006978)",4.0,4.0
"DNA Damage Response, Signal Transduction Resulting In Transcription (GO:0042772)",5.0,5.0
DNA Deamination (GO:0045006),4.0,1.0
DNA Double-Strand Break Processing (GO:0000729),5.0,5.0
DNA Double-Strand Break Processing Involved In Repair Via Single-Strand Annealing (GO:0010792),4.0,4.0
DNA Duplex Unwinding (GO:0032508),6.0,5.0
DNA Geometric Change (GO:0032392),9.0,6.0
DNA Integrity Checkpoint Signaling (GO:0031570),5.0,5.0
DNA Ligation (GO:0006266),5.0,5.0
DNA Metabolic Process (GO:0006259),13.0,15.0
DNA Methylation (GO:0006306),5.0,5.0
DNA Methylation Involved In Embryo Development (GO:0043045),1.0,1.0
DNA Methylation-Dependent Heterochromatin Formation (GO:0006346),5.0,5.0
DNA Modification (GO:0006304),5.0,5.0
DNA Recombination (GO:0006310),5.0,5.0
DNA Repair (GO:0006281),7.0,12.0
DNA Repair-Dependent Chromatin Remodeling (GO:0140861),5.0,5.0
DNA Replication (GO:0006260),10.0,10.0
DNA Replication Checkpoint Signaling (GO:0000076),5.0,5.0
DNA Replication Initiation (GO:0006270),5.0,5.0
DNA Replication-Dependent Chromatin Assembly (GO:0006335),5.0,5.0
DNA Strand Elongation (GO:0022616),9.0,9.0
DNA Strand Elongation Involved In DNA Replication (GO:0006271),9.0,9.0
DNA Strand Resection Involved In Replication Fork Processing (GO:0110025),4.0,4.0
DNA Synthesis Involved In DNA Repair (GO:0000731),5.0,6.0
DNA Topological Change (GO:0006265),4.0,2.0
DNA Unwinding Involved In DNA Replication (GO:0006268),5.0,5.0
DNA-templated DNA Replication (GO:0006261),5.0,5.0
DNA-templated DNA Replication Maintenance Of Fidelity (GO:0045005),5.0,5.0
DNA-templated Transcription (GO:0006351),12.0,14.0
DNA-templated Transcription Elongation (GO:0006354),3.0,7.0
DNA-templated Transcription Initiation (GO:0006352),1.0,5.0
DNA-templated Transcription Termination (GO:0006353),4.0,8.0
Deadenylation-Dependent Decapping Of Nuclear-Transcribed mRNA (GO:0000290),3.0,2.0
Defense Response To Bacterium (GO:0042742),1.0,3.0
Defense Response To Gram-negative Bacterium (GO:0050829),1.0,2.0
Defense Response To Gram-positive Bacterium (GO:0050830),,2.0
Defense Response To Symbiont (GO:0140546),7.0,5.0
Defense Response To Virus (GO:0051607),9.0,6.0
Dehydroascorbic Acid Transport (GO:0070837),3.0,1.0
Dendrite Morphogenesis (GO:0048813),5.0,7.0
Dendritic Spine Maintenance (GO:0097062),,2.0
Dendritic Spine Morphogenesis (GO:0060997),1.0,3.0
Dendritic Spine Organization (GO:0097061),1.0,3.0
Dense Core Granule Cytoskeletal Transport (GO:0099519),4.0,5.0
Dephosphorylation (GO:0016311),4.0,7.0
Depyrimidination (GO:0045008),5.0,5.0
Desmosome Organization (GO:0002934),3.0,4.0
Detection Of Bacterium (GO:0016045),,1.0
Detection Of Mechanical Stimulus (GO:0050982),,1.0
Detection Of Muscle Stretch (GO:0035995),2.0,4.0
Determination Of Heart Left/Right Asymmetry (GO:0061371),3.0,3.0
Development Of Primary Female Sexual Characteristics (GO:0046545),4.0,4.0
Development Of Primary Male Sexual Characteristics (GO:0046546),3.0,3.0
Dicarboxylic Acid Biosynthetic Process (GO:0043650),,1.0
Dicarboxylic Acid Catabolic Process (GO:0043649),4.0,1.0
Dicarboxylic Acid Metabolic Process (GO:0043648),4.0,1.0
Dicarboxylic Acid Transport (GO:0006835),1.0,
Digestive Tract Development (GO:0048565),4.0,4.0
Digestive Tract Morphogenesis (GO:0048546),4.0,4.0
Diol Biosynthetic Process (GO:0034312),3.0,1.0
Diterpenoid Metabolic Process (GO:0016101),1.0,
Dolichol Metabolic Process (GO:0019348),2.0,1.0
Dopamine Transport (GO:0015872),3.0,1.0
Dorsal/Ventral Pattern Formation (GO:0009953),,2.0
Dosage Compensation (GO:0007549),6.0,5.0
Dosage Compensation By Inactivation Of X Chromosome (GO:0009048),8.0,7.0
Double-Strand Break Repair (GO:0006302),6.0,6.0
Double-Strand Break Repair Via Break-Induced Replication (GO:0000727),6.0,6.0
Double-Strand Break Repair Via Classical Nonhomologous End Joining (GO:0097680),3.0,3.0
Double-Strand Break Repair Via Homologous Recombination (GO:0000724),6.0,6.0
Double-Strand Break Repair Via Nonhomologous End Joining (GO:0006303),5.0,5.0
Double-Strand Break Repair Via Single-Strand Annealing (GO:0045002),4.0,4.0
Double-Strand Break Repair Via Synthesis-Dependent Strand Annealing (GO:0045003),5.0,5.0
ER Overload Response (GO:0006983),,1.0
ER-associated Misfolded Protein Catabolic Process (GO:0071712),4.0,5.0
ERAD Pathway (GO:0036503),8.0,11.0
ERBB Signaling Pathway (GO:0038127),1.0,3.0
ERBB2 Signaling Pathway (GO:0038128),1.0,3.0
ERBB2-EGFR Signaling Pathway (GO:0038134),,2.0
ERK1 And ERK2 Cascade (GO:0070371),2.0,5.0
ESCRT Complex Disassembly (GO:1904896),1.0,3.0
ESCRT III Complex Disassembly (GO:1904903),1.0,3.0
Ear Morphogenesis (GO:0042471),2.0,2.0
Early Endosome To Golgi Transport (GO:0034498),4.0,4.0
Early Endosome To Late Endosome Transport (GO:0045022),4.0,5.0
Electron Transport Chain (GO:0022900),4.0,1.0
Embryo Development Ending In Birth Or Egg Hatching (GO:0009792),,1.0
Embryonic Appendage Morphogenesis (GO:0035113),1.0,1.0
Embryonic Digestive Tract Development (GO:0048566),5.0,5.0
Embryonic Digestive Tract Morphogenesis (GO:0048557),2.0,2.0
Embryonic Digit Morphogenesis (GO:0042733),5.0,5.0
Embryonic Eye Morphogenesis (GO:0048048),1.0,1.0
Embryonic Forelimb Morphogenesis (GO:0035115),3.0,3.0
Embryonic Heart Tube Development (GO:0035050),5.0,5.0
Embryonic Heart Tube Morphogenesis (GO:0003143),5.0,6.0
Embryonic Hemopoiesis (GO:0035162),,2.0
Embryonic Limb Morphogenesis (GO:0030326),5.0,5.0
Embryonic Organ Development (GO:0048568),5.0,5.0
Embryonic Organ Morphogenesis (GO:0048562),7.0,7.0
Endocardial Cushion Development (GO:0003197),1.0,1.0
Endochondral Bone Morphogenesis (GO:0060350),2.0,2.0
Endochondral Ossification (GO:0001958),1.0,1.0
Endocrine System Development (GO:0035270),4.0,4.0
Endocytic Recycling (GO:0032456),4.0,6.0
Endocytosis (GO:0006897),6.0,8.0
Endoderm Formation (GO:0001706),,3.0
Endodermal Cell Differentiation (GO:0035987),1.0,1.0
Endodermal Cell Fate Commitment (GO:0001711),3.0,6.0
Endolysosomal Toll-Like Receptor Signaling Pathway (GO:0140894),,2.0
Endomembrane System Organization (GO:0010256),10.0,10.0
"Endonucleolytic Cleavage In ITS1 To Separate SSU-rRNA From 5.8S rRNA And LSU-rRNA From Tricistronic rRNA Transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) (GO:0000447)",5.0,1.0
"Endonucleolytic Cleavage Of Tricistronic rRNA Transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) (GO:0000479)",5.0,1.0
Endoplasmic Reticulum Calcium Ion Homeostasis (GO:0032469),5.0,7.0
Endoplasmic Reticulum Mannose Trimming (GO:1904380),4.0,4.0
Endoplasmic Reticulum Membrane Organization (GO:0090158),4.0,4.0
Endoplasmic Reticulum Organization (GO:0007029),6.0,4.0
Endoplasmic Reticulum To Cytosol Transport (GO:1903513),5.0,7.0
Endoplasmic Reticulum To Golgi Vesicle-Mediated Transport (GO:0006888),4.0,4.0
Endoplasmic Reticulum Tubular Network Organization (GO:0071786),4.0,4.0
Endosomal Lumen Acidification (GO:0048388),4.0,4.0
Endosomal Transport (GO:0016197),7.0,11.0
Endosomal Vesicle Fusion (GO:0034058),5.0,5.0
Endosome Organization (GO:0007032),5.0,5.0
Endosome To Lysosome Transport (GO:0008333),4.0,4.0
Endosome To Lysosome Transport Via Multivesicular Body Sorting Pathway (GO:0032510),1.0,3.0
Endosome To Melanosome Transport (GO:0035646),2.0,2.0
Endosome To Pigment Granule Transport (GO:0043485),2.0,2.0
Endosome Transport Via Multivesicular Body Sorting Pathway (GO:0032509),3.0,4.0
Endothelial Cell Development (GO:0001885),1.0,2.0
Endothelial Cell Migration (GO:0043542),1.0,3.0
Endothelial Tube Morphogenesis (GO:0061154),,1.0
Endothelium Development (GO:0003158),,2.0
Energy Derivation By Oxidation Of Organic Compounds (GO:0015980),4.0,1.0
Entrainment Of Circadian Clock By Photoperiod (GO:0043153),6.0,6.0
Enzyme-Linked Receptor Protein Signaling Pathway (GO:0007167),1.0,3.0
Ephrin Receptor Signaling Pathway (GO:0048013),1.0,4.0
Epiboly Involved In Wound Healing (GO:0090505),1.0,3.0
Epidermal Growth Factor Receptor Signaling Pathway (GO:0007173),1.0,3.0
Epigenetic Regulation Of Gene Expression (GO:0040029),6.0,6.0
Epithelial Cell Apoptotic Process (GO:1904019),2.0,2.0
Epithelial Cell Differentiation (GO:0030855),7.0,7.0
Epithelial Cell Differentiation Involved In Kidney Development (GO:0035850),5.0,5.0
Epithelial Cell Migration (GO:0010631),2.0,4.0
Epithelial Cell-Cell Adhesion (GO:0090136),2.0,2.0
Epithelial To Mesenchymal Transition (GO:0001837),3.0,3.0
Epithelial To Mesenchymal Transition Involved In Endocardial Cushion Formation (GO:0003198),5.0,5.0
Epithelial Tube Formation (GO:0072175),4.0,4.0
Epithelial Tube Morphogenesis (GO:0060562),,1.0
Epithelium Development (GO:0060429),3.0,3.0
Epoxygenase P450 Pathway (GO:0019373),2.0,2.0
Error-Prone Translesion Synthesis (GO:0042276),4.0,4.0
Erythrocyte Differentiation (GO:0030218),3.0,5.0
Establishment Of Apical/Basal Cell Polarity (GO:0035089),3.0,5.0
Establishment Of Centrosome Localization (GO:0051660),3.0,3.0
Establishment Of Chromosome Localization (GO:0051303),,2.0
Establishment Of Endothelial Barrier (GO:0061028),4.0,7.0
Establishment Of Endothelial Intestinal Barrier (GO:0090557),5.0,7.0
Establishment Of Epithelial Cell Apical/Basal Polarity (GO:0045198),2.0,4.0
Establishment Of Epithelial Cell Polarity (GO:0090162),3.0,5.0
Establishment Of Golgi Localization (GO:0051683),4.0,6.0
Establishment Of Melanosome Localization (GO:0032401),1.0,4.0
"Establishment Of Mitochondrion Localization, Microtubule-Mediated (GO:0034643)",3.0,4.0
Establishment Of Mitotic Sister Chromatid Cohesion (GO:0034087),4.0,5.0
Establishment Of Mitotic Spindle Localization (GO:0040001),8.0,11.0
Establishment Of Mitotic Spindle Orientation (GO:0000132),6.0,9.0
Establishment Of Protein Localization To Chromatin (GO:0071169),4.0,4.0
Establishment Of Protein Localization To Chromosome (GO:0070199),5.0,6.0
Establishment Of Protein Localization To Endoplasmic Reticulum (GO:0072599),7.0,4.0
Establishment Of Protein Localization To Extracellular Region (GO:0035592),4.0,4.0
Establishment Of Protein Localization To Membrane (GO:0090150),4.0,4.0
Establishment Of Protein Localization To Mitochondrion (GO:0072655),4.0,2.0
Establishment Of Protein Localization To Organelle (GO:0072594),8.0,7.0
Establishment Of Protein Localization To Peroxisome (GO:0072663),1.0,
Establishment Of Protein Localization To Plasma Membrane (GO:0061951),4.0,4.0
Establishment Of Protein Localization To Telomere (GO:0070200),4.0,4.0
Establishment Of Protein Localization To Vacuole (GO:0072666),2.0,3.0
Establishment Of Spindle Localization (GO:0051293),3.0,4.0
Establishment Of Spindle Orientation (GO:0051294),7.0,9.0
Establishment Of Vesicle Localization (GO:0051650),4.0,5.0
Establishment Or Maintenance Of Apical/Basal Cell Polarity (GO:0035088),5.0,6.0
Establishment Or Maintenance Of Epithelial Cell Apical/Basal Polarity (GO:0045197),5.0,8.0
Ethanol Catabolic Process (GO:0006068),2.0,2.0
Ethanol Metabolic Process (GO:0006067),2.0,2.0
Ethanol Oxidation (GO:0006069),,1.0
Ether Lipid Metabolic Process (GO:0046485),3.0,3.0
Excitatory Chemical Synaptic Transmission (GO:0098976),1.0,
Excitatory Postsynaptic Potential (GO:0060079),1.0,
Exit From Mitosis (GO:0010458),1.0,1.0
Exocytosis (GO:0006887),7.0,7.0
Exonucleolytic Catabolism Of Deadenylated mRNA (GO:0043928),5.0,1.0
Exonucleolytic Trimming Involved In rRNA Processing (GO:0000459),5.0,1.0
"Exonucleolytic Trimming To Generate Mature 3'-End Of 5.8S rRNA From Tricistronic rRNA Transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) (GO:0000467)",5.0,1.0
External Encapsulating Structure Organization (GO:0045229),1.0,1.0
Extracellular Matrix Assembly (GO:0085029),,2.0
Extracellular Matrix Disassembly (GO:0022617),,1.0
Extracellular Matrix Organization (GO:0030198),1.0,4.0
Extracellular Structure Organization (GO:0043062),1.0,1.0
Extrinsic Apoptotic Signaling Pathway (GO:0097191),5.0,8.0
Extrinsic Apoptotic Signaling Pathway In Absence Of Ligand (GO:0097192),5.0,8.0
Extrinsic Apoptotic Signaling Pathway Via Death Domain Receptors (GO:0008625),4.0,6.0
Eye Photoreceptor Cell Differentiation (GO:0001754),1.0,3.0
Facultative Heterochromatin Formation (GO:0140718),5.0,5.0
Fat Cell Differentiation (GO:0045444),5.0,5.0
Fatty Acid Alpha-Oxidation (GO:0001561),1.0,
Fatty Acid Beta-Oxidation (GO:0006635),6.0,2.0
Fatty Acid Beta-Oxidation Using acyl-CoA Dehydrogenase (GO:0033539),8.0,5.0
Fatty Acid Beta-Oxidation Using acyl-CoA Oxidase (GO:0033540),1.0,
Fatty Acid Biosynthetic Process (GO:0006633),4.0,1.0
Fatty Acid Catabolic Process (GO:0009062),5.0,1.0
Fatty Acid Derivative Biosynthetic Process (GO:1901570),1.0,
Fatty Acid Elongation (GO:0030497),4.0,1.0
"Fatty Acid Elongation, Monounsaturated Fatty Acid (GO:0034625)",4.0,1.0
"Fatty Acid Elongation, Polyunsaturated Fatty Acid (GO:0034626)",4.0,1.0
"Fatty Acid Elongation, Saturated Fatty Acid (GO:0019367)",4.0,1.0
"Fatty Acid Elongation, Unsaturated Fatty Acid (GO:0019368)",4.0,1.0
Fatty Acid Metabolic Process (GO:0006631),5.0,1.0
Fatty Acid Oxidation (GO:0019395),5.0,1.0
Fc Receptor Mediated Stimulatory Signaling Pathway (GO:0002431),1.0,3.0
Fc Receptor Signaling Pathway (GO:0038093),5.0,6.0
Fc-epsilon Receptor Signaling Pathway (GO:0038095),5.0,6.0
Fc-gamma Receptor Signaling Pathway (GO:0038094),1.0,3.0
Fc-gamma Receptor Signaling Pathway Involved In Phagocytosis (GO:0038096),2.0,4.0
Female Gonad Development (GO:0008585),5.0,5.0
Fibroblast Growth Factor Receptor Signaling Pathway (GO:0008543),1.0,5.0
Filopodium Assembly (GO:0046847),1.0,2.0
Fluid Transport (GO:0042044),4.0,1.0
Focal Adhesion Assembly (GO:0048041),1.0,3.0
Folic Acid Metabolic Process (GO:0046655),4.0,1.0
Folic Acid-Containing Compound Metabolic Process (GO:0006760),4.0,1.0
Forelimb Morphogenesis (GO:0035136),1.0,1.0
Formation Of Cytoplasmic Translation Initiation Complex (GO:0001732),10.0,6.0
Formation Of Extrachromosomal Circular DNA (GO:0001325),5.0,5.0
Formation Of Translation Preinitiation Complex (GO:0001731),5.0,1.0
Free Ubiquitin Chain Polymerization (GO:0010994),4.0,5.0
"Fructose 1,6-Bisphosphate Metabolic Process (GO:0030388)",1.0,
Fructose 6-Phosphate Metabolic Process (GO:0006002),3.0,1.0
Fructose Transmembrane Transport (GO:0015755),3.0,1.0
G Protein-Coupled Glutamate Receptor Signaling Pathway (GO:0007216),1.0,
G-quadruplex DNA Unwinding (GO:0044806),5.0,4.0
G1/S Transition Of Mitotic Cell Cycle (GO:0000082),9.0,10.0
G2/M Transition Of Mitotic Cell Cycle (GO:0000086),8.0,9.0
GMP Biosynthetic Process (GO:0006177),1.0,
GMP Metabolic Process (GO:0046037),1.0,
GPI Anchor Biosynthetic Process (GO:0006506),5.0,4.0
GPI Anchor Metabolic Process (GO:0006505),3.0,2.0
Galactolipid Biosynthetic Process (GO:0019375),3.0,2.0
Galactosylceramide Biosynthetic Process (GO:0006682),3.0,2.0
Gamma-Aminobutyric Acid Signaling Pathway (GO:0007214),1.0,
Ganglioside Biosynthetic Process (GO:0001574),2.0,
Ganglioside Metabolic Process (GO:0001573),2.0,
Gap Junction Assembly (GO:0016264),4.0,1.0
Gas Transport (GO:0015669),,1.0
Gene Expression (GO:0010467),16.0,12.0
Generation Of Neurons (GO:0048699),2.0,
Gland Development (GO:0048732),5.0,5.0
Glial Cell Differentiation (GO:0010001),,3.0
Gliogenesis (GO:0042063),,1.0
Glomerular Epithelial Cell Development (GO:0072310),,2.0
Glomerular Filtration (GO:0003094),,1.0
Glomerulus Vasculature Development (GO:0072012),1.0,3.0
Gluconeogenesis (GO:0006094),8.0,5.0
Glucose Homeostasis (GO:0042593),4.0,6.0
Glucose Import (GO:0046323),3.0,2.0
Glucose Metabolic Process (GO:0006006),7.0,4.0
Glucose Transmembrane Transport (GO:1904659),1.0,1.0
Glutamate Metabolic Process (GO:0006536),4.0,1.0
Glutamate Receptor Signaling Pathway (GO:0007215),2.0,1.0
Glutamine Family Amino Acid Biosynthetic Process (GO:0009084),4.0,1.0
Glutamine Family Amino Acid Metabolic Process (GO:0009064),4.0,1.0
Glutamine Metabolic Process (GO:0006541),4.0,1.0
Glutamine Transport (GO:0006868),4.0,4.0
Glycerol Transmembrane Transport (GO:0015793),4.0,1.0
Glycerophospholipid Biosynthetic Process (GO:0046474),4.0,5.0
Glycerophospholipid Metabolic Process (GO:0006650),,2.0
Glycine Metabolic Process (GO:0006544),4.0,1.0
Glycolipid Biosynthetic Process (GO:0009247),3.0,1.0
Glycolipid Metabolic Process (GO:0006664),1.0,
Glycolytic Process (GO:0006096),4.0,3.0
Glycoprotein Biosynthetic Process (GO:0009101),6.0,2.0
Glycoprotein Catabolic Process (GO:0006516),3.0,4.0
Glycoprotein Metabolic Process (GO:0009100),1.0,
Glycosaminoglycan Biosynthetic Process (GO:0006024),2.0,2.0
Glycosaminoglycan Metabolic Process (GO:0030203),2.0,1.0
Glycosphingolipid Biosynthetic Process (GO:0006688),2.0,
Glycosphingolipid Metabolic Process (GO:0006687),1.0,
Glycosylceramide Biosynthetic Process (GO:0046476),1.0,1.0
Golgi Inheritance (GO:0048313),1.0,1.0
Golgi Lumen Acidification (GO:0061795),4.0,3.0
Golgi Organization (GO:0007030),5.0,5.0
Golgi Ribbon Formation (GO:0090161),4.0,4.0
Golgi To Endosome Transport (GO:0006895),3.0,4.0
Golgi To Lysosome Transport (GO:0090160),2.0,2.0
Golgi To Plasma Membrane Protein Transport (GO:0043001),4.0,4.0
Golgi To Plasma Membrane Transport (GO:0006893),6.0,8.0
Golgi To Vacuole Transport (GO:0006896),4.0,4.0
Golgi Transport Vesicle Coating (GO:0048200),2.0,3.0
Golgi Vesicle Transport (GO:0048193),7.0,8.0
Gonad Development (GO:0008406),4.0,4.0
Granulocyte Differentiation (GO:0030851),4.0,4.0
Growth Hormone Receptor Signaling Pathway (GO:0060396),1.0,3.0
Growth Hormone Receptor Signaling Pathway Via JAK-STAT (GO:0060397),1.0,3.0
Guanine Nucleotide Transmembrane Transport (GO:1903790),4.0,3.0
Hair Cell Differentiation (GO:0035315),,1.0
Heart Contraction (GO:0060047),1.0,1.0
Heart Development (GO:0007507),7.0,8.0
Heart Looping (GO:0001947),5.0,5.0
Heart Morphogenesis (GO:0003007),4.0,4.0
Heat Acclimation (GO:0010286),2.0,3.0
Heme Biosynthetic Process (GO:0006783),2.0,
Hemopoiesis (GO:0030097),5.0,7.0
"Heparan Sulfate Proteoglycan Biosynthetic Process, Enzymatic Modification (GO:0015015)",1.0,
Heparan Sulfate Proteoglycan Metabolic Process (GO:0030201),1.0,
Hepaticobiliary System Development (GO:0061008),1.0,1.0
Hepatocyte Differentiation (GO:0070365),1.0,1.0
Hepatocyte Growth Factor Receptor Signaling Pathway (GO:0048012),,2.0
Heterochromatin Formation (GO:0031507),5.0,5.0
Heterochromatin Organization (GO:0070828),5.0,5.0
Heterotypic Cell-Cell Adhesion (GO:0034113),2.0,6.0
Hexose Biosynthetic Process (GO:0019319),8.0,5.0
Hexose Transmembrane Transport (GO:0008645),2.0,1.0
High-Density Lipoprotein Particle Assembly (GO:0034380),,1.0
High-Density Lipoprotein Particle Remodeling (GO:0034375),2.0,2.0
Hippo Signaling (GO:0035329),5.0,6.0
His-Purkinje System Development (GO:0003164),5.0,5.0
Histone Acetylation (GO:0016573),9.0,13.0
Histone Arginine Methylation (GO:0034969),3.0,2.0
Histone Deacetylation (GO:0016575),5.0,5.0
Histone Deubiquitination (GO:0016578),4.0,8.0
Histone H2A Acetylation (GO:0043968),9.0,9.0
Histone H2A K63-linked Deubiquitination (GO:0070537),4.0,4.0
Histone H2A Monoubiquitination (GO:0035518),9.0,8.0
Histone H2A Ubiquitination (GO:0033522),4.0,4.0
Histone H2A-K119 Monoubiquitination (GO:0036353),7.0,6.0
Histone H3 Acetylation (GO:0043966),2.0,6.0
Histone H3-K14 Acetylation (GO:0044154),3.0,7.0
Histone H3-K4 Methylation (GO:0051568),5.0,5.0
Histone H4 Acetylation (GO:0043967),9.0,9.0
Histone H4-K12 Acetylation (GO:0043983),5.0,5.0
Histone H4-K16 Acetylation (GO:0043984),5.0,5.0
Histone H4-K5 Acetylation (GO:0043981),5.0,5.0
Histone H4-K8 Acetylation (GO:0043982),5.0,5.0
Histone Lysine Demethylation (GO:0070076),5.0,5.0
Histone Lysine Methylation (GO:0034968),5.0,5.0
Histone Methylation (GO:0016571),2.0,2.0
Histone Modification (GO:0016570),9.0,13.0
Histone Monoubiquitination (GO:0010390),6.0,6.0
Histone Ubiquitination (GO:0016574),6.0,7.0
Histone mRNA Catabolic Process (GO:0071044),5.0,2.0
Histone mRNA Metabolic Process (GO:0008334),5.0,2.0
Homologous Recombination (GO:0035825),5.0,5.0
Homophilic Cell Adhesion Via Plasma Membrane Adhesion Molecules (GO:0007156),1.0,3.0
