Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes,Gene_set
Mitochondrial tRNA Processing (GO:0090646),1/6,0.0479200597175463,0.3453327837515789,0,0,24.483950617283952,74.3876548622154,METTL8,GO_Biological_Process_2023
Regulation Of Anion Channel Activity (GO:0010359),1/6,0.0479200597175463,0.3453327837515789,0,0,24.483950617283952,74.3876548622154,GRM5,GO_Biological_Process_2023
Negative Regulation Of Centriole Replication (GO:0046600),1/6,0.0479200597175463,0.3453327837515789,0,0,24.483950617283952,74.3876548622154,TRIM37,GO_Biological_Process_2023
Regulation Of Endothelial Cell Apoptotic Process (GO:2000351),2/43,0.0479477598009682,0.3453327837515789,0,0,5.997879109225875,18.21941667990599,TNIP2;PLCG1,GO_Biological_Process_2023
Ephrin Receptor Signaling Pathway (GO:0048013),2/43,0.0479477598009682,0.3453327837515789,0,0,5.997879109225875,18.21941667990599,EFNA5;EPHA1,GO_Biological_Process_2023
Positive Regulation Of Stress Fiber Assembly (GO:0051496),2/43,0.0479477598009682,0.3453327837515789,0,0,5.997879109225875,18.21941667990599,CD47;EPHA1,GO_Biological_Process_2023
Regulation Of Cell-Cell Adhesion (GO:0022407),2/43,0.0479477598009682,0.3453327837515789,0,0,5.997879109225875,18.21941667990599,CD47;EFNA5,GO_Biological_Process_2023
Positive Regulation Of Biosynthetic Process (GO:0009891),2/44,0.0499686164261057,0.3453327837515789,0,0,5.85477669328601,17.54301952465873,CREB1;SLC5A3,GO_Biological_Process_2023
Regulation Of Protein Modification Process (GO:0031399),2/45,0.0520197869405856,0.3453327837515789,0,0,5.71833020366893,16.904133839144023,GRM5;SPRED1,GO_Biological_Process_2023
Regulation Of Telomerase Activity (GO:0051972),2/45,0.0520197869405856,0.3453327837515789,0,0,5.71833020366893,16.904133839144023,HMBOX1;HSP90AA1,GO_Biological_Process_2023
Neuron Differentiation (GO:0030182),4/173,0.0533243892932736,0.3453327837515789,0,0,2.9277659930780398,8.582340417177923,MAP2K1;LHX1;DDIT4;ACSL4,GO_Biological_Process_2023
Cardiac Conduction (GO:0061337),2/46,0.0541006498313815,0.3453327837515789,0,0,5.588085827216262,16.29993829778292,ANK2;DSG2,GO_Biological_Process_2023
Regulation Of Cyclic-Nucleotide Phosphodiesterase Activity (GO:0051342),1/7,0.0556818213950753,0.3453327837515789,0,0,20.4022633744856,58.923808509108525,CALM2,GO_Biological_Process_2023
Regulation Of Dopamine Metabolic Process (GO:0042053),1/7,0.0556818213950753,0.3453327837515789,0,0,20.4022633744856,58.923808509108525,HPRT1,GO_Biological_Process_2023
IMP Biosynthetic Process (GO:0006188),1/7,0.0556818213950753,0.3453327837515789,0,0,20.4022633744856,58.923808509108525,HPRT1,GO_Biological_Process_2023
Negative Regulation Of Mitochondrial Membrane Potential (GO:0010917),1/7,0.0556818213950753,0.3453327837515789,0,0,20.4022633744856,58.923808509108525,PRELID1,GO_Biological_Process_2023
Neuroepithelial Cell Differentiation (GO:0060563),1/7,0.0556818213950753,0.3453327837515789,0,0,20.4022633744856,58.923808509108525,MAP1B,GO_Biological_Process_2023
Regulation Of Transforming Growth Factor Beta Activation (GO:1901388),1/7,0.0556818213950753,0.3453327837515789,0,0,20.4022633744856,58.923808509108525,ITGB8,GO_Biological_Process_2023
Cobalamin Metabolic Process (GO:0009235),1/7,0.0556818213950753,0.3453327837515789,0,0,20.4022633744856,58.923808509108525,MMADHC,GO_Biological_Process_2023
Response To Auditory Stimulus (GO:0010996),1/7,0.0556818213950753,0.3453327837515789,0,0,20.4022633744856,58.923808509108525,USP53,GO_Biological_Process_2023
Coronary Vasculature Morphogenesis (GO:0060977),1/7,0.0556818213950753,0.3453327837515789,0,0,20.4022633744856,58.923808509108525,SPRED1,GO_Biological_Process_2023
Positive Regulation Of Gluconeogenesis (GO:0045722),1/7,0.0556818213950753,0.3453327837515789,0,0,20.4022633744856,58.923808509108525,DDB1,GO_Biological_Process_2023
Ethanol Oxidation (GO:0006069),1/7,0.0556818213950753,0.3453327837515789,0,0,20.4022633744856,58.923808509108525,ADH1B,GO_Biological_Process_2023
Positive Regulation Of Intracellular Steroid Hormone Receptor Signaling Pathway (GO:0033145),1/7,0.0556818213950753,0.3453327837515789,0,0,20.4022633744856,58.923808509108525,YAP1,GO_Biological_Process_2023
Positive Regulation Of Ryanodine-Sensitive Calcium-Release Channel Activity (GO:0060316),1/7,0.0556818213950753,0.3453327837515789,0,0,20.4022633744856,58.923808509108525,CALM2,GO_Biological_Process_2023
Protein Desumoylation (GO:0016926),1/7,0.0556818213950753,0.3453327837515789,0,0,20.4022633744856,58.923808509108525,SENP1,GO_Biological_Process_2023
Mitochondrial tRNA Modification (GO:0070900),1/7,0.0556818213950753,0.3453327837515789,0,0,20.4022633744856,58.923808509108525,METTL8,GO_Biological_Process_2023
Purine Ribonucleoside Monophosphate Catabolic Process (GO:0009169),1/7,0.0556818213950753,0.3453327837515789,0,0,20.4022633744856,58.923808509108525,HPRT1,GO_Biological_Process_2023
Pyrimidine Nucleobase Catabolic Process (GO:0006208),1/7,0.0556818213950753,0.3453327837515789,0,0,20.4022633744856,58.923808509108525,DPYSL2,GO_Biological_Process_2023
Positive Regulation Of Lymphocyte Activation (GO:0051251),2/47,0.0562105915963755,0.3453327837515789,0,0,5.4636300897170464,15.727879179940697,TNIP2;CD47,GO_Biological_Process_2023
Regulation Of T Cell Differentiation (GO:0045580),2/47,0.0562105915963755,0.3453327837515789,0,0,5.4636300897170464,15.727879179940697,PRELID1;ARID1B,GO_Biological_Process_2023
Positive Regulation Of T Cell Activation (GO:0050870),3/107,0.0571161001821706,0.3453327837515789,0,0,3.5576322115384613,10.184324289966058,CD47;IL6ST;ARID1B,GO_Biological_Process_2023
Cellular Defense Response (GO:0006968),2/48,0.058349006645101,0.3453327837515789,0,0,5.344585471239536,15.185639882267663,KLRC3;VEZF1,GO_Biological_Process_2023
Regulation Of Mitotic Metaphase/Anaphase Transition (GO:0030071),2/49,0.0605152972211829,0.3453327837515789,0,0,5.230606581207876,14.671114464026203,CCNB1;ARID1B,GO_Biological_Process_2023
Phosphorylation (GO:0016310),7/429,0.0621397242595918,0.3453327837515789,0,0,2.06442155790497,5.735726536619219,CDKL2;MAP2K1;LATS2;CREB1;PRKG2;ACVR2B;STK3,GO_Biological_Process_2023
Regulation Of Epithelial Cell Migration (GO:0010632),2/50,0.0627088733106241,0.3453327837515789,0,0,5.121376811594203,14.182384623506447,PLCG1;MCC,GO_Biological_Process_2023
CD40 Signaling Pathway (GO:0023035),1/8,0.0633806923473012,0.3453327837515789,0,0,17.486772486772487,48.23894065290774,TNIP2,GO_Biological_Process_2023
GMP Metabolic Process (GO:0046037),1/8,0.0633806923473012,0.3453327837515789,0,0,17.486772486772487,48.23894065290774,HPRT1,GO_Biological_Process_2023
Regulation Of Epidermis Development (GO:0045682),1/8,0.0633806923473012,0.3453327837515789,0,0,17.486772486772487,48.23894065290774,KLF7,GO_Biological_Process_2023
Negative Regulation Of Membrane Potential (GO:0045837),1/8,0.0633806923473012,0.3453327837515789,0,0,17.486772486772487,48.23894065290774,PRELID1,GO_Biological_Process_2023
Regulation Of Fibroblast Apoptotic Process (GO:2000269),1/8,0.0633806923473012,0.3453327837515789,0,0,17.486772486772487,48.23894065290774,BTG1,GO_Biological_Process_2023
Negative Regulation Of Protein Import Into Nucleus (GO:0042308),1/8,0.0633806923473012,0.3453327837515789,0,0,17.486772486772487,48.23894065290774,MDFIC,GO_Biological_Process_2023
Negative Regulation Of Transporter Activity (GO:0032410),1/8,0.0633806923473012,0.3453327837515789,0,0,17.486772486772487,48.23894065290774,NDFIP2,GO_Biological_Process_2023
Negative Regulation Of Triglyceride Metabolic Process (GO:0090209),1/8,0.0633806923473012,0.3453327837515789,0,0,17.486772486772487,48.23894065290774,FBXW7,GO_Biological_Process_2023
Regulation Of Mitotic Sister Chromatid Segregation (GO:0033047),1/8,0.0633806923473012,0.3453327837515789,0,0,17.486772486772487,48.23894065290774,CCNB1,GO_Biological_Process_2023
Regulation Of Nephron Tubule Epithelial Cell Differentiation (GO:0072182),1/8,0.0633806923473012,0.3453327837515789,0,0,17.486772486772487,48.23894065290774,LHX1,GO_Biological_Process_2023
Regulation Of Organ Growth (GO:0046620),1/8,0.0633806923473012,0.3453327837515789,0,0,17.486772486772487,48.23894065290774,LATS2,GO_Biological_Process_2023
Bundle Of His Cell To Purkinje Myocyte Communication (GO:0086069),1/8,0.0633806923473012,0.3453327837515789,0,0,17.486772486772487,48.23894065290774,DSG2,GO_Biological_Process_2023
Regulation Of Tumor Necrosis Factor Superfamily Cytokine Production (GO:1903555),1/8,0.0633806923473012,0.3453327837515789,0,0,17.486772486772487,48.23894065290774,CD47,GO_Biological_Process_2023
Regulation Of Vesicle Fusion (GO:0031338),1/8,0.0633806923473012,0.3453327837515789,0,0,17.486772486772487,48.23894065290774,C2CD5,GO_Biological_Process_2023
Positive Regulation Of Adaptive Immune Response (GO:0002821),1/8,0.0633806923473012,0.3453327837515789,0,0,17.486772486772487,48.23894065290774,IL6ST,GO_Biological_Process_2023
Response To Misfolded Protein (GO:0051788),1/8,0.0633806923473012,0.3453327837515789,0,0,17.486772486772487,48.23894065290774,DNAJB14,GO_Biological_Process_2023
Response To Vitamin (GO:0033273),1/8,0.0633806923473012,0.3453327837515789,0,0,17.486772486772487,48.23894065290774,AQP3,GO_Biological_Process_2023
Response To Vitamin D (GO:0033280),1/8,0.0633806923473012,0.3453327837515789,0,0,17.486772486772487,48.23894065290774,AQP3,GO_Biological_Process_2023
Positive Regulation Of Chromatin Binding (GO:0035563),1/8,0.0633806923473012,0.3453327837515789,0,0,17.486772486772487,48.23894065290774,HMBOX1,GO_Biological_Process_2023
Positive Regulation Of Dendritic Spine Morphogenesis (GO:0061003),1/8,0.0633806923473012,0.3453327837515789,0,0,17.486772486772487,48.23894065290774,CAPRIN2,GO_Biological_Process_2023
Glycerol Transmembrane Transport (GO:0015793),1/8,0.0633806923473012,0.3453327837515789,0,0,17.486772486772487,48.23894065290774,AQP3,GO_Biological_Process_2023
Ubiquitin-Dependent Protein Catabolic Process Via The C-end Degron Rule Pathway (GO:0140627),1/8,0.0633806923473012,0.3453327837515789,0,0,17.486772486772487,48.23894065290774,FEM1C,GO_Biological_Process_2023
Internal Protein Amino Acid Acetylation (GO:0006475),1/8,0.0633806923473012,0.3453327837515789,0,0,17.486772486772487,48.23894065290774,HAT1,GO_Biological_Process_2023
Protein poly-ADP-ribosylation (GO:0070212),1/8,0.0633806923473012,0.3453327837515789,0,0,17.486772486772487,48.23894065290774,PARP15,GO_Biological_Process_2023
Pyrimidine-Containing Compound Catabolic Process (GO:0072529),1/8,0.0633806923473012,0.3453327837515789,0,0,17.486772486772487,48.23894065290774,DPYSL2,GO_Biological_Process_2023
Pyrimidine-Containing Compound Metabolic Process (GO:0072527),1/8,0.0633806923473012,0.3453327837515789,0,0,17.486772486772487,48.23894065290774,ERH,GO_Biological_Process_2023
Regulation Of Protein Serine/Threonine Kinase Activity (GO:0071900),3/112,0.0637224391290852,0.3453327837515789,0,0,3.3935779816513763,9.343261733930849,MAP2K1;CCNB1;CALM2,GO_Biological_Process_2023
Amide Biosynthetic Process (GO:0043604),2/51,0.0649291525576182,0.3453327837515789,0,0,5.016605399923945,13.717699598921731,SAMD8;SGMS1,GO_Biological_Process_2023
Regulation Of Stress-Activated MAPK Cascade (GO:0032872),2/51,0.0649291525576182,0.3453327837515789,0,0,5.016605399923945,13.717699598921731,MAP2K1;MDFIC,GO_Biological_Process_2023
Positive Regulation Of Actin Filament Bundle Assembly (GO:0032233),2/51,0.0649291525576182,0.3453327837515789,0,0,5.016605399923945,13.717699598921731,CD47;EPHA1,GO_Biological_Process_2023
Negative Regulation Of Canonical Wnt Signaling Pathway (GO:0090090),3/114,0.0664598766080306,0.3453327837515789,0,0,3.3320945945945946,9.033831160596735,LATS2;MCC;STK3,GO_Biological_Process_2023
Regulation Of Protein Localization To Nucleus (GO:1900180),2/52,0.0671755601941458,0.3453327837515789,0,0,4.916024844720497,13.27545857181734,YAP1;LATS2,GO_Biological_Process_2023
Axonogenesis (GO:0007409),4/188,0.0680698475318146,0.3453327837515789,0,0,2.687038556193601,7.220666251677522,KLF7;HSP90AA1;MAP1B;EFNA5,GO_Biological_Process_2023
Carboxylic Acid Transport (GO:0046942),2/53,0.0694475289309238,0.3453327837515789,0,0,4.819388625015224,12.854195222992256,SLC16A7;SLC16A14,GO_Biological_Process_2023
Regulation Of Ceramide Biosynthetic Process (GO:2000303),1/9,0.0710171787187418,0.3453327837515789,0,0,15.300154320987655,40.4663603578683,SAMD8,GO_Biological_Process_2023
Negative Regulation Of Establishment Of Protein Localization (GO:1904950),1/9,0.0710171787187418,0.3453327837515789,0,0,15.300154320987655,40.4663603578683,NDFIP2,GO_Biological_Process_2023
IMP Metabolic Process (GO:0046040),1/9,0.0710171787187418,0.3453327837515789,0,0,15.300154320987655,40.4663603578683,HPRT1,GO_Biological_Process_2023
Negative Regulation Of Transcription By Competitive Promoter Binding (GO:0010944),1/9,0.0710171787187418,0.3453327837515789,0,0,15.300154320987655,40.4663603578683,CREB1,GO_Biological_Process_2023
Cell Differentiation In Spinal Cord (GO:0021515),1/9,0.0710171787187418,0.3453327837515789,0,0,15.300154320987655,40.4663603578683,LHX1,GO_Biological_Process_2023
Phosphatidylethanolamine Biosynthetic Process (GO:0006646),1/9,0.0710171787187418,0.3453327837515789,0,0,15.300154320987655,40.4663603578683,ETNK1,GO_Biological_Process_2023
Pinocytosis (GO:0006907),1/9,0.0710171787187418,0.3453327837515789,0,0,15.300154320987655,40.4663603578683,SNX5,GO_Biological_Process_2023
Regulation Of Tau-Protein Kinase Activity (GO:1902947),1/9,0.0710171787187418,0.3453327837515789,0,0,15.300154320987655,40.4663603578683,HSP90AA1,GO_Biological_Process_2023
Cellular Response To Purine-Containing Compound (GO:0071415),1/9,0.0710171787187418,0.3453327837515789,0,0,15.300154320987655,40.4663603578683,P2RY1,GO_Biological_Process_2023
Positive Regulation Of T Cell Apoptotic Process (GO:0070234),1/9,0.0710171787187418,0.3453327837515789,0,0,15.300154320987655,40.4663603578683,PRELID1,GO_Biological_Process_2023
Ectoderm Development (GO:0007398),1/9,0.0710171787187418,0.3453327837515789,0,0,15.300154320987655,40.4663603578683,LHX1,GO_Biological_Process_2023
Ether Lipid Biosynthetic Process (GO:0008611),1/9,0.0710171787187418,0.3453327837515789,0,0,15.300154320987655,40.4663603578683,PEX7,GO_Biological_Process_2023
Tetrapyrrole Metabolic Process (GO:0033013),1/9,0.0710171787187418,0.3453327837515789,0,0,15.300154320987655,40.4663603578683,MMADHC,GO_Biological_Process_2023
"Wound Healing, Spreading Of Epidermal Cells (GO:0035313)",1/9,0.0710171787187418,0.3453327837515789,0,0,15.300154320987655,40.4663603578683,PLET1,GO_Biological_Process_2023
Purine Nucleobase Metabolic Process (GO:0006144),1/9,0.0710171787187418,0.3453327837515789,0,0,15.300154320987655,40.4663603578683,HPRT1,GO_Biological_Process_2023
Motor Neuron Axon Guidance (GO:0008045),1/9,0.0710171787187418,0.3453327837515789,0,0,15.300154320987655,40.4663603578683,LHX1,GO_Biological_Process_2023
Necroptotic Process (GO:0070266),1/9,0.0710171787187418,0.3453327837515789,0,0,15.300154320987655,40.4663603578683,IPMK,GO_Biological_Process_2023
Regulation Of Attachment Of Spindle Microtubules To Kinetochore (GO:0051988),1/9,0.0710171787187418,0.3453327837515789,0,0,15.300154320987655,40.4663603578683,CCNB1,GO_Biological_Process_2023
Regulation Of Myoblast Differentiation (GO:0045661),2/54,0.071744498883111,0.3453327837515789,0,0,4.726469182990922,12.452564136875203,BTG1;ARID1B,GO_Biological_Process_2023
Negative Regulation Of TOR Signaling (GO:0032007),2/54,0.071744498883111,0.3453327837515789,0,0,4.726469182990922,12.452564136875203,SESN3;DDIT4,GO_Biological_Process_2023
Protein Localization To Membrane (GO:0072657),4/192,0.0723241738246793,0.3453327837515789,0,0,2.6293322628127926,6.9061958424725605,C2CD5;P2RY1;ANK2;RAB8B,GO_Biological_Process_2023
Modification-Dependent Protein Catabolic Process (GO:0019941),4/192,0.0723241738246793,0.3453327837515789,0,0,2.6293322628127926,6.9061958424725605,DDB1;NDFIP2;UBE2D1;FEM1C,GO_Biological_Process_2023
Neuron Migration (GO:0001764),2/55,0.0740659175090593,0.3453327837515789,0,0,4.637056135005274,12.069328804591931,MAP1B;DDIT4,GO_Biological_Process_2023
Ceramide Metabolic Process (GO:0006672),2/55,0.0740659175090593,0.3453327837515789,0,0,4.637056135005274,12.069328804591931,SAMD8;SGMS1,GO_Biological_Process_2023
Positive Regulation Of Cellular Metabolic Process (GO:0031325),2/56,0.0764112395033973,0.3453327837515789,0,0,4.550954681389464,11.703351015671384,CCNB1;PRELID1,GO_Biological_Process_2023
Regulation Of Cation Channel Activity (GO:2001257),2/56,0.0764112395033973,0.3453327837515789,0,0,4.550954681389464,11.703351015671384,ANK2;CALM2,GO_Biological_Process_2023
Regulation Of Protein Catabolic Process (GO:0042176),3/122,0.0779341823789547,0.3453327837515789,0,0,3.106827731092437,7.928284557854454,DDB1;HSP90AA1;ASB11,GO_Biological_Process_2023
Regulation Of Chromatin Binding (GO:0035561),1/10,0.0785917826774274,0.3453327837515789,0,0,13.599451303155009,34.5900429790609,HMBOX1,GO_Biological_Process_2023
Regulation Of Gene Expression By Genomic Imprinting (GO:0006349),1/10,0.0785917826774274,0.3453327837515789,0,0,13.599451303155009,34.5900429790609,PCGF5,GO_Biological_Process_2023
Regulation Of Mitotic Sister Chromatid Separation (GO:0010965),1/10,0.0785917826774274,0.3453327837515789,0,0,13.599451303155009,34.5900429790609,CCNB1,GO_Biological_Process_2023
Cellular Response To Forskolin (GO:1904322),1/10,0.0785917826774274,0.3453327837515789,0,0,13.599451303155009,34.5900429790609,CREB1,GO_Biological_Process_2023
Cellular Response To Leucine (GO:0071233),1/10,0.0785917826774274,0.3453327837515789,0,0,13.599451303155009,34.5900429790609,SESN3,GO_Biological_Process_2023
Positive Regulation Of Attachment Of Spindle Microtubules To Kinetochore (GO:0051987),1/10,0.0785917826774274,0.3453327837515789,0,0,13.599451303155009,34.5900429790609,CCNB1,GO_Biological_Process_2023
Response To Forskolin (GO:1904321),1/10,0.0785917826774274,0.3453327837515789,0,0,13.599451303155009,34.5900429790609,CREB1,GO_Biological_Process_2023
Response To Leucine (GO:0043201),1/10,0.0785917826774274,0.3453327837515789,0,0,13.599451303155009,34.5900429790609,SESN3,GO_Biological_Process_2023
Positive Regulation Of Cellular Respiration (GO:1901857),1/10,0.0785917826774274,0.3453327837515789,0,0,13.599451303155009,34.5900429790609,PRELID1,GO_Biological_Process_2023
Diol Metabolic Process (GO:0034311),1/10,0.0785917826774274,0.3453327837515789,0,0,13.599451303155009,34.5900429790609,PRKG2,GO_Biological_Process_2023
Embryonic Appendage Morphogenesis (GO:0035113),1/10,0.0785917826774274,0.3453327837515789,0,0,13.599451303155009,34.5900429790609,MBNL1,GO_Biological_Process_2023
Positive Regulation Of Epidermal Growth Factor-Activated Receptor Activity (GO:0045741),1/10,0.0785917826774274,0.3453327837515789,0,0,13.599451303155009,34.5900429790609,FBXW7,GO_Biological_Process_2023
tRNA Threonylcarbamoyladenosine Metabolic Process (GO:0070525),1/10,0.0785917826774274,0.3453327837515789,0,0,13.599451303155009,34.5900429790609,METTL8,GO_Biological_Process_2023
Urogenital System Development (GO:0001655),1/10,0.0785917826774274,0.3453327837515789,0,0,13.599451303155009,34.5900429790609,LHX1,GO_Biological_Process_2023
"Heparan Sulfate Proteoglycan Biosynthetic Process, Enzymatic Modification (GO:0015015)",1/10,0.0785917826774274,0.3453327837515789,0,0,13.599451303155009,34.5900429790609,HS3ST3B1,GO_Biological_Process_2023
Positive Regulation Of Phospholipid Transport (GO:2001140),1/10,0.0785917826774274,0.3453327837515789,0,0,13.599451303155009,34.5900429790609,PRELID1,GO_Biological_Process_2023
