pathway,pthwy_id,fold_enrichment,q-value,cohort
ribosomal subunit export from nucleus,GO:0000054,4.2840499306518725,0.012339607136495286,symptomatic
regulation of metaphase plate congression,GO:0090235,4.2840499306518725,0.012360025681122691,symptomatic
ribosome localization,GO:0033750,4.2840499306518725,0.012380511911533392,symptomatic
regulation of endothelial cell differentiation,GO:0045601,4.2840499306518725,9.34690665393167e-06,symptomatic
"regulation of DNA damage response, signal transduction by p53 class mediator",GO:0043516,4.248349514563106,2.0781982644497825e-06,symptomatic
G1/S transition of mitotic cell cycle,GO:0000082,4.2407766990291265,2.546841428721995e-10,symptomatic
positive regulation of mitochondrial membrane permeability,GO:0035794,4.229126213592233,0.0002732840691160409,symptomatic
lung epithelial cell differentiation,GO:0060487,4.229126213592233,0.0002740958039748014,symptomatic
epithelial cell maturation,GO:0002070,4.229126213592233,0.00027355411266259823,symptomatic
lung cell differentiation,GO:0060479,4.229126213592233,0.0002738246904199302,symptomatic
regulation of oxidative stress-induced neuron intrinsic apoptotic signaling pathway,GO:1903376,4.208891159938681,0.0030094737470960408,symptomatic
positive regulation of mitotic sister chromatid separation,GO:1901970,4.208891159938681,0.0030182477230350966,symptomatic
regulation of B cell apoptotic process,GO:0002902,4.208891159938681,0.0030116624552757472,symptomatic
regulation of nitric-oxide synthase biosynthetic process,GO:0051769,4.208891159938681,0.0030138543493480005,symptomatic
regulation of MHC class II biosynthetic process,GO:0045346,4.208891159938681,0.003016049436273964,symptomatic
positive regulation of miRNA metabolic process,GO:2000630,4.191919824616348,1.7957017469007586e-09,symptomatic
extrinsic apoptotic signaling pathway via death domain receptors,GO:0008625,4.184420862497178,1.1970560571600489e-06,symptomatic
regulation of vitamin metabolic process,GO:0030656,4.16504854368932,0.030823666045763354,symptomatic
endocardium development,GO:0003157,4.16504854368932,0.030751748952796105,symptomatic
engulfment of apoptotic cell,GO:0043652,4.16504854368932,0.030838089848311677,symptomatic
kidney vasculature development,GO:0061440,4.16504854368932,0.0006997615170726223,symptomatic
positive regulation of myoblast proliferation,GO:2000288,4.16504854368932,0.030895920302785772,symptomatic
neuronal stem cell population maintenance,GO:0097150,4.16504854368932,0.0006985163898180446,symptomatic
positive regulation of cellular senescence,GO:2000774,4.16504854368932,0.030910411822627607,symptomatic
positive regulation of keratinocyte migration,GO:0051549,4.16504854368932,0.030866977988684804,symptomatic
renal system vasculature development,GO:0061437,4.16504854368932,0.0006991383990698862,symptomatic
positive regulation of extrinsic apoptotic signaling pathway via death domain receptors,GO:1902043,4.16504854368932,0.030881442364499558,symptomatic
endothelial tube morphogenesis,GO:0061154,4.16504854368932,0.030794858881234604,symptomatic
response to sterol depletion,GO:0006991,4.16504854368932,0.030924916943145028,symptomatic
progesterone receptor signaling pathway,GO:0050847,4.16504854368932,0.030852527156293098,symptomatic
morphogenesis of an endothelium,GO:0003159,4.16504854368932,0.0307661055115976,symptomatic
negative regulation of vasoconstriction,GO:0045906,4.16504854368932,0.030780475481476905,symptomatic
trophoblast giant cell differentiation,GO:0060707,4.16504854368932,0.03080925572970643,symptomatic
regulation of miRNA transcription,GO:1902893,4.154230235783634,1.789797007504474e-11,symptomatic
negative regulation of muscle hypertrophy,GO:0014741,4.136324070974222,0.00015876605722943952,symptomatic
positive regulation of cardiac muscle tissue growth,GO:0055023,4.136324070974222,0.00015909995009427536,symptomatic
regulation of gene silencing by regulatory ncRNA,GO:0060966,4.136324070974222,0.00015893282829795784,symptomatic
regulation of astrocyte differentiation,GO:0048710,4.136324070974222,0.00015926742372595354,symptomatic
regulation of hepatocyte proliferation,GO:2000345,4.116047972587093,0.00739902391591178,symptomatic
cellular response to reactive nitrogen species,GO:1902170,4.116047972587093,0.0073944253926576395,symptomatic
cell cycle G1/S phase transition,GO:0044843,4.116047972587093,5.939009482543418e-10,symptomatic
negative regulation of B cell proliferation,GO:0030889,4.116047972587093,0.007389832581854747,symptomatic
Golgi to endosome transport,GO:0006895,4.116047972587093,0.007403628162281358,symptomatic
regulation of intrinsic apoptotic signaling pathway in response to DNA damage,GO:1902229,4.100970873786407,8.043436065448513e-06,symptomatic
negative regulation of Rho protein signal transduction,GO:0035024,4.089320388349514,0.0017715742527548172,symptomatic
negative regulation of lipid storage,GO:0010888,4.089320388349514,0.0017729858657052195,symptomatic
"CD4-positive or CD8-positive, alpha-beta T cell lineage commitment",GO:0043369,4.089320388349514,0.0017758158511253395,symptomatic
positive regulation of cell migration involved in sprouting angiogenesis,GO:0090050,4.089320388349514,0.0017772342343930114,symptomatic
release of cytochrome c from mitochondria,GO:0001836,4.089320388349514,0.0017786548852598324,symptomatic
phosphatidylinositol-3-phosphate biosynthetic process,GO:0036092,4.089320388349514,0.0017743997300319382,symptomatic
regulation of cyclin-dependent protein serine/threonine kinase activity,GO:0000079,4.077363311190598,7.132929894592408e-11,symptomatic
facultative heterochromatin formation,GO:0140718,4.072491909385113,0.0004009370066640712,symptomatic
negative regulation of cardiac muscle hypertrophy,GO:0010614,4.072491909385113,0.00040055912070114557,symptomatic
positive regulation of neuron apoptotic process,GO:0043525,4.056395103419164,8.802980532543677e-10,symptomatic
cellular response to vascular endothelial growth factor stimulus,GO:0035924,3.9984466019417475,2.6237213221212405e-06,symptomatic
negative regulation of cyclin-dependent protein serine/threonine kinase activity,GO:0045736,3.998446601941747,0.004340935990579425,symptomatic
necroptotic process,GO:0070266,3.998446601941747,0.004326028930172215,symptomatic
mitochondrial outer membrane permeabilization involved in programmed cell death,GO:1902686,3.998446601941747,0.017769138372462377,symptomatic
muscle hypertrophy in response to stress,GO:0003299,3.998446601941747,0.017695598223999007,symptomatic
negative regulation by host of viral transcription,GO:0043922,3.998446601941747,0.01774148929823137,symptomatic
retina vasculature development in camera-type eye,GO:0061298,3.998446601941747,0.004320094734108879,symptomatic
response to laminar fluid shear stress,GO:0034616,3.998446601941747,0.01772310433522802,symptomatic
cellular response to hepatocyte growth factor stimulus,GO:0035729,3.998446601941747,0.017732292051316784,symptomatic
positive regulation of amyloid-beta formation,GO:1902004,3.998446601941747,0.004329002145931784,symptomatic
cellular response to fluid shear stress,GO:0071498,3.998446601941747,0.004331979451396661,symptomatic
estrous cycle,GO:0044849,3.998446601941747,0.01775069609080959,symptomatic
cardiac muscle adaptation,GO:0014887,3.998446601941747,0.01770475743633027,symptomatic
negative regulation of cyclin-dependent protein kinase activity,GO:1904030,3.998446601941747,0.0043230597956971486,symptomatic
cellular response to nitric oxide,GO:0071732,3.998446601941747,0.01775991244392008,symptomatic
cardiac muscle hypertrophy in response to stress,GO:0014898,3.998446601941747,0.01771392613515799,symptomatic
growth hormone receptor signaling pathway,GO:0060396,3.998446601941747,0.004337946365241561,symptomatic
alpha-beta T cell lineage commitment,GO:0002363,3.998446601941747,0.004334960855010836,symptomatic
maintenance of blood-brain barrier,GO:0035633,3.945835462442514,3.0168142895337144e-05,symptomatic
regulation of glial cell proliferation,GO:0060251,3.945835462442514,3.020590027067549e-05,symptomatic
mitotic G1/S transition checkpoint signaling,GO:0044819,3.937864077669903,0.00013353596559817393,symptomatic
mitotic G1 DNA damage checkpoint signaling,GO:0031571,3.937864077669903,0.00013339160239212185,symptomatic
regulation of miRNA metabolic process,GO:2000628,3.9310570524708193,1.0584934582268186e-11,symptomatic
cellular response to interleukin-6,GO:0071354,3.9270457697642165,0.0005784338212433114,symptomatic
positive regulation of G2/M transition of mitotic cell cycle,GO:0010971,3.9270457697642165,0.0005779089266686804,symptomatic
heterochromatin formation,GO:0031507,3.9225267297529802,2.3089811300586785e-10,symptomatic
regulation of cyclin-dependent protein kinase activity,GO:1904029,3.9225267297529802,2.3030301477647128e-10,symptomatic
response to epidermal growth factor,GO:0070849,3.911523849725622,3.765347315221431e-06,symptomatic
programmed cell death involved in cell development,GO:0010623,3.911523849725622,0.002494115488514138,symptomatic
T-helper 17 type immune response,GO:0072538,3.8873786407766993,0.010175482440236177,symptomatic
"CD4-positive, alpha-beta T cell lineage commitment",GO:0043373,3.8873786407766993,0.010204655268333184,symptomatic
negative regulation of nucleotide catabolic process,GO:0030812,3.8873786407766993,0.010198807328351331,symptomatic
negative regulation of purine nucleotide catabolic process,GO:0033122,3.8873786407766993,0.010251681329477578,symptomatic
negative regulation of glycolytic process,GO:0045820,3.8873786407766993,0.010181303654446838,symptomatic
positive regulation of vascular endothelial cell proliferation,GO:1905564,3.8873786407766993,0.010222239395734103,symptomatic
positive regulation of gluconeogenesis,GO:0045722,3.8873786407766993,0.010257590079523385,symptomatic
negative regulation of cell-matrix adhesion,GO:0001953,3.8873786407766993,7.501011363813906e-05,symptomatic
cellular response to prostaglandin E stimulus,GO:0071380,3.8873786407766993,0.010239884227832608,symptomatic
muscle cell apoptotic process,GO:0010657,3.8873786407766993,0.010187131532898153,symptomatic
positive regulation by host of viral transcription,GO:0043923,3.8873786407766993,0.010228114245961536,symptomatic
cellular response to gonadotropin stimulus,GO:0071371,3.8873786407766993,0.010233995852773474,symptomatic
"positive regulation of DNA damage response, signal transduction by p53 class mediator",GO:0043517,3.8873786407766993,0.010216371290455266,symptomatic
clathrin coat assembly,GO:0048268,3.8873786407766993,0.01021050991851582,symptomatic
ectopic germ cell programmed cell death,GO:0035234,3.8873786407766993,0.010192966087040706,symptomatic
regulation of protein export from nucleus,GO:0046825,3.8873786407766993,7.49253564475875e-05,symptomatic
regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator,GO:1902165,3.8873786407766993,0.010245779382828482,symptomatic
regulation of nucleocytoplasmic transport,GO:0046822,3.877803816538333,1.0013594478589016e-14,symptomatic
negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage,GO:1902230,3.8694644534920135,0.0003298489710219551,symptomatic
liver regeneration,GO:0097421,3.8694644534920135,0.0003295293499260036,symptomatic
positive regulation of vascular endothelial growth factor production,GO:0010575,3.8694644534920135,0.00032921034765114786,symptomatic
positive regulation of cell cycle G2/M phase transition,GO:1902751,3.8694644534920135,0.00033016921274139395,symptomatic
regulation of cell migration involved in sprouting angiogenesis,GO:0090049,3.844660194174757,4.304599701846855e-05,symptomatic
oligopeptide transmembrane transport,GO:0035672,3.844660194174757,0.04294718113722755,symptomatic
spindle elongation,GO:0051231,3.844660194174757,0.04296594355799523,symptomatic
intestinal epithelial cell differentiation,GO:0060575,3.844660194174757,0.0014440387617338575,symptomatic
negative regulation of epidermal growth factor-activated receptor activity,GO:0007175,3.844660194174757,0.043022329310696016,symptomatic
regulation of DNA catabolic process,GO:1903624,3.844660194174757,0.04290970541197692,symptomatic
negative regulation of transcription by competitive promoter binding,GO:0010944,3.844660194174757,0.042928435095701045,symptomatic
cellular response to cold,GO:0070417,3.844660194174757,0.042984722379480374,symptomatic
cellular response to electrical stimulus,GO:0071257,3.844660194174757,0.043003517623196805,symptomatic
establishment of blood-brain barrier,GO:0060856,3.844660194174757,0.04289099206465377,symptomatic
toll-like receptor 3 signaling pathway,GO:0034138,3.844660194174757,0.043041157463567216,symptomatic
