##DEPset=2057,background_set=13434
p-value	q-value	pathway	source	external_id	members_input_overlap	members_input_overlap_geneids	size	effective_size
0.000486267167974	0.00122824379497	NOD-like receptor signaling pathway - Homo sapiens (human)	KEGG	path:hsa04621	CCL5; NFKBIA; IKBKB; XIAP; VDAC2; PANX1; VDAC1; DHX33; IL1B; STAT2; ATG16L1; JUN; ATG5; NFKB1; MAPK8; MAPK9; JAK1; YWHAE; GBP3; FADD; NAIP; CHUK; PRKCD; TXN2; ATG12; TNF; HSP90AA1; ITPR1; CXCL8; IL18; ERBIN; IL6; MFN2; MFN1; TAB2; DNM1L; BCL2	10059; 3606; 8772; 2635; 23118; 596; 56919; 55914; 24145; 1147; 3708; 3725; 6773; 4790; 4792; 9927; 6352; 55669; 25828; 7416; 7417; 9474; 55054; 3716; 3551; 3553; 331; 7531; 9140; 5580; 3320; 7124; 5599; 5601; 3569; 3576; 4671	181	181
0.000704046304992	0.00176312450737	Basal cell carcinoma - Homo sapiens (human)	KEGG	path:hsa05217	WNT3A; CTNNB1; TP53; AXIN2; FZD6; FZD9; WNT1; TCF7L1; TCF7L2; GSK3B; DVL2; GLI3; GLI1; BAX; APC; WNT5A; FZD5	8323; 8326; 6934; 2735; 7471; 2737; 7474; 89780; 1856; 324; 581; 1499; 83439; 2932; 7157; 8313; 7855	63	63
0.000777023457387	0.00192938875436	Th1 and Th2 cell differentiation - Homo sapiens (human)	KEGG	path:hsa04658	NFATC1; PPP3R1; NFKBIA; IKBKB; PLCG1; STAT6; RBPJ; IL12RB2; JUN; JAK2; JAK1; NFKB1; MAPK8; MAPK9; FOS; IFNG; CHUK; GATA3; JAG1; IL13; NOTCH1; NOTCH2	3595; 3596; 2625; 182; 6778; 1147; 3716; 3717; 3725; 4772; 4790; 4792; 5335; 4851; 4853; 2353; 5599; 3458; 5534; 3516; 3551; 5601	92	92
0.000907247139716	0.00223381018434	GnRH signaling pathway - Homo sapiens (human)	KEGG	path:hsa04912	MMP14; MAP3K1; EGFR; MAP2K1; MAP2K4; CALM2; MAP3K3; EGR1; JUN; MAPK8; MAPK9; CAMK2D; PRKCD; ITPR1; PLA2G4F; KRAS; SOS2; GNAS; PRKACA; PRKACB; MMP2; CDC42	4214; 4215; 3708; 3725; 255189; 4323; 3845; 6416; 4313; 805; 817; 1956; 1958; 5566; 5567; 5580; 5599; 5601; 5604; 998; 2778; 6655	93	93
0.00108059938207	0.00263846349122	Axon guidance - Homo sapiens (human)	KEGG	path:hsa04360	PTK2; PPP3R1; EPHA7; EPHA5; EPHA4; PLCG1; L1CAM; SEMA4C; SEMA6A; PLXNB2; PIK3CA; PIK3CD; PARD6B; NRP1; PIK3R3; PIK3R2; PIK3R1; CXCR4; ITGB1; DPYSL2; RAC1; CAMK2D; EFNA5; RGS3; RASA1; KRAS; ROCK2; GSK3B; MET; BMPR2; PAK4; PDPK1; WNT5A; PAK1; PAK2; CDC42	5293; 5170; 1808; 23654; 3688; 5747; 8829; 54910; 659; 4233; 5290; 7852; 5295; 5296; 57556; 5335; 5879; 9475; 3845; 84612; 5921; 817; 7474; 3897; 8503; 10298; 998; 5998; 2932; 1946; 5534; 5058; 5062; 2043; 2044; 2045	182	182
0.00126527415114	0.00306384567176	Regulation of lipolysis in adipocytes - Homo sapiens (human)	KEGG	path:hsa04923	PTGS2; GNAS; IRS4; PIK3CA; PRKG2; PIK3CD; AKT1; AKT2; AKT3; PIK3R3; PIK3R2; PIK3R1; PRKACB; PRKACA; ABHD5	8471; 5743; 51099; 5290; 5293; 5295; 5296; 8503; 5566; 5567; 208; 5593; 2778; 207; 10000	57	55
0.0013620195343	0.00327107970123	Leukocyte transendothelial migration - Homo sapiens (human)	KEGG	path:hsa04670	PTK2; CLDN16; ACTG1; RASSF5; RAP1B; RAPGEF4; PLCG1; ARHGAP5; PIK3CA; PIK3CD; PIK3R3; PIK3R2; PIK3R1; CXCR4; ITGB1; RAC1; VCL; F11R; CTNNB1; ACTN4; ROCK2; MMP9; ACTB; MMP2; CDC42	60; 71; 3688; 5747; 83593; 50848; 5290; 7852; 5293; 5295; 5296; 5335; 4313; 4318; 7414; 5879; 9475; 5908; 8503; 11069; 998; 394; 10686; 1499; 81	114	114
0.0018950700273	0.00451427250405	Rheumatoid arthritis - Homo sapiens (human)	KEGG	path:hsa05323	IL18; TGFB1; TGFB2; CD28; CCL5; IFNG; IL11; FOS; JUN; IL1B; TLR2; IL6; TNF; VEGFA; ATP6V1G1; IL1A; ATP6V0E1; ATP6V1B2; CXCL8; ATP6V1C1; TNFSF13B	3589; 526; 3606; 528; 3725; 6352; 7422; 3458; 8992; 2353; 9550; 7040; 7042; 940; 10673; 7097; 7124; 3552; 3553; 3569; 3576	93	92
0.00198702755783	0.00469515382617	Parkinson disease - Homo sapiens (human)	KEGG	path:hsa05012	COX5A; PSMD4; RPS27A; BAX; PSMD2; PLCG1; UBE2L3; VDAC2; VDAC1; EIF2S1; XBP1; CALM2; TRAP1; TUBA1C; TUBA1B; PSMA3; MAPK8; MAPK9; DUSP1; COX6C; NDUFA4; CAMK2D; PRKACB; TUBB3; SLC25A5; TXN2; ITPR1; SEM1; COX7A2L; TP53; CASP3; GNAS; TUBB4B; KIF5B; TUBB; CASP9; MFN2; MFN1; PRKACA; UBC; GNAL; UQCRFS1; COX7C; TUBB2B; UQCRC1	7157; 4697; 581; 5684; 5708; 5710; 6233; 3708; 10376; 10381; 7316; 9377; 7332; 9927; 2774; 5335; 7384; 2778; 9167; 805; 25828; 7417; 7386; 1843; 292; 7979; 817; 84790; 1345; 836; 7494; 842; 10383; 55669; 10131; 1350; 1965; 3799; 5566; 5567; 203068; 5599; 5601; 7416; 347733	249	249
0.00234800894562	0.00550373296853	Protein processing in endoplasmic reticulum - Homo sapiens (human)	KEGG	path:hsa04141	GANAB; RAD23B; TUSC3; EDEM1; HSPA8; UBE2D2; BAX; UBE2D1; HSPA1B; EIF2S1; TXNDC5; HSPBP1; XBP1; HERPUD1; HSPH1; SEC23B; DERL1; DAD1; DNAJB12; SEC31A; UBXN4; RRBP1; MAPK9; CUL1; PDIA6; SEC24A; SEC24B; MAPK8; EIF2AK1; YOD1; PREB; HSP90AA1; BCL2	54788; 10802; 10808; 1603; 581; 596; 23640; 6238; 55432; 23190; 7322; 81567; 10427; 5599; 7321; 3304; 3312; 10483; 3320; 5887; 8454; 79139; 7991; 7494; 22872; 10113; 10130; 23193; 1965; 27102; 9695; 5601; 9709	171	170
0.00240311290742	0.00558819112598	Parathyroid hormone synthesis, secretion and action - Homo sapiens (human)	KEGG	path:hsa04928	MMP14; MMP13; EGFR; MAP2K1; MAFB; MEF2C; EGR1; GNA13; NACA; FOS; SP1; CREB5; CREB1; BGLAP; ITPR1; GATA3; GNAS; RUNX2; PRKACA; BRAF; PRKACB; BCL2; ATF2	6667; 2625; 596; 4208; 632; 3708; 2778; 4322; 4323; 2353; 860; 4666; 1385; 1386; 9586; 9935; 1956; 1958; 10672; 5566; 5567; 673; 5604	106	106
0.00252495531896	0.00582529061776	Leishmaniasis - Homo sapiens (human)	KEGG	path:hsa05140	ITGB1; TGFB1; TGFB2; PTGS2; FOS; IL10; EEF1A1; NFKBIA; JUN; TLR2; IFNG; TNF; JAK2; TAB2; NFKB1; IL1B; IL1A; JAK1	7040; 3586; 3725; 3717; 7042; 3458; 4790; 4792; 1915; 2353; 23118; 7124; 7097; 3552; 3553; 3688; 5743; 3716	77	76
0.00280697673984	0.00642534519354	Melanogenesis - Homo sapiens (human)	KEGG	path:hsa04916	WNT3A; CTNNB1; MAP2K1; CALM2; FZD5; FZD6; FZD9; DVL2; EDN1; CAMK2D; CREB1; KITLG; EP300; KRAS; GNAS; WNT1; TCF7L1; TCF7L2; GSK3B; PRKACA; PRKACB; WNT5A	8323; 8326; 4254; 7855; 89780; 2778; 3845; 6934; 805; 817; 7471; 7474; 1856; 1385; 1906; 2932; 5566; 5567; 1499; 5604; 83439; 2033	101	101
0.00294718130002	0.00669398543339	Tuberculosis - Homo sapiens (human)	KEGG	path:hsa05152	TGFB1; TGFB2; PPP3R1; BAX; AKT1; AKT2; AKT3; IL1A; IL1B; TLR2; CALM2; BID; IFNG; JAK2; JAK1; NFKB1; MAPK8; MAPK9; MALT1; RFXANK; RAB5A; CAMK2D; FADD; CTSD; CREB1; TNF; EP300; RFXAP; IL18; CASP3; IL10; CASP9; IL6; BCL2	3586; 3606; 8772; 581; 596; 1385; 637; 3716; 3717; 10892; 7042; 4790; 207; 208; 5868; 10000; 805; 817; 7040; 3552; 836; 3553; 842; 5994; 3458; 5534; 3569; 8625; 7097; 7124; 5599; 5601; 1509; 2033	180	179
0.00327873717391	0.00738976916889	Fc gamma R-mediated phagocytosis - Homo sapiens (human)	KEGG	path:hsa04666	ARPC5; PRKCE; MAP2K1; RAC1; PIK3CD; PRKCD; RPS6KB1; PLCG1; ACTR3C; PAK1; AKT1; AKT2; AKT3; PIK3R3; PIK3R2; PIK3R1; PIK3CA; CRK; LYN; PLA2G4F; CDC42	5293; 653857; 6198; 5290; 5295; 5296; 207; 208; 255189; 5335; 5879; 10000; 8503; 10092; 1398; 5058; 5580; 5581; 4067; 5604; 998	97	96
0.00362001029673	0.00809666425147	NF-kappa B signaling pathway - Homo sapiens (human)	KEGG	path:hsa04064	PTGS2; ATM; IKBKB; XIAP; IL1B; TNFSF13B; CFLAR; NFKB1; LYN; MALT1; NFKBIA; CHUK; PLAU; PARP1; TNF; NFKB2; UBE2I; CXCL8; PLCG1; MAP3K14; TAB2; BCL2	4791; 23118; 596; 1147; 8837; 10892; 142; 5743; 4790; 4792; 5328; 5335; 7124; 472; 9020; 331; 10673; 7329; 3551; 3553; 4067; 3576	104	103
0.00377091848007	0.00837029632317	Vasopressin-regulated water reabsorption - Homo sapiens (human)	KEGG	path:hsa04962	RAB5A; AQP3; GNAS; CREB5; DYNC1H1; NSF; PRKACA; CREB1; DYNC1LI2; PRKACB; DCTN4; DCTN5	84516; 4905; 1778; 5567; 2778; 51164; 360; 1385; 5868; 9586; 5566; 1783	44	44
0.00411878086471	0.00907370521324	Malaria - Homo sapiens (human)	KEGG	path:hsa05144	IL18; TGFB1; TGFB2; IL10; CXCL8; IFNG; THBS1; TLR2; MET; TNF; HGF; IL1B; IL6	7040; 3586; 4233; 3082; 7042; 7057; 3606; 3458; 7097; 7124; 3553; 3569; 3576	50	50
0.0045113857793	0.00986444800996	Platelet activation - Homo sapiens (human)	KEGG	path:hsa04611	ACTG1; ITGA2; RAP1B; AKT1; AKT2; AKT3; COL3A1; ITPR1; PIK3CA; PIK3CD; PIK3R3; PIK3R2; PIK3R1; PRKG2; LYN; ITGB1; P2RY1; PLA2G4F; GNAS; PPP1CA; ROCK2; PRKACA; GNA13; PRKACB; ACTB	255189; 60; 71; 3673; 3688; 3708; 5290; 5293; 5295; 5296; 207; 208; 1281; 9475; 10000; 5908; 2778; 8503; 5499; 5028; 10672; 5566; 5567; 5593; 4067	124	124
0.00460443317202	0.0099933253289	Basal transcription factors - Homo sapiens (human)	KEGG	path:hsa03022	GTF2E1; GTF2E2; TAF4; TAF5; GTF2H3; GTF2H2C; GTF2H1; TBPL1; TAF9; TAF4B; TAF9B; GTF2I	2967; 2960; 2961; 2969; 51616; 9519; 6874; 6875; 6877; 6880; 728340; 2965	45	45
0.00528572842066	0.0113876354945	Dopaminergic synapse - Homo sapiens (human)	KEGG	path:hsa04728	PPP2R1B; CLOCK; AKT1; AKT2; AKT3; CALM2; FOS; CAMK2D; MAPK8; MAPK9; PPP1CA; GNB5; CREB5; CREB1; ITPR1; GNAS; KIF5B; PPP2CB; GSK3A; GSK3B; GNG5; PRKACA; PRKACB; GNAL; ATF2; PPP2R5C	9575; 3708; 207; 208; 2774; 2778; 2787; 3799; 10000; 805; 817; 2353; 1385; 1386; 9586; 2931; 2932; 5499; 5516; 5519; 5527; 10681; 5566; 5567; 5599; 5601	132	132
0.0058176448267	0.0124421163082	Gap junction - Homo sapiens (human)	KEGG	path:hsa04540	GJA1; SOS2; PDGFRB; TUBA1C; TUBA1B; PRKG2; GNAS; EGFR; TUBB3; TUBB; CDK1; MAP2K1; PRKACB; PRKACA; TUBB4B; GRM5; KRAS; ITPR1; TUBB2B	5159; 347733; 3708; 10376; 2697; 10381; 10383; 2778; 3845; 84790; 203068; 2915; 1956; 5566; 5567; 983; 5593; 5604; 6655	88	88
0.00630401742726	0.0133846167115	Phospholipase D signaling pathway - Homo sapiens (human)	KEGG	path:hsa04072	PDGFRB; RRAS2; EGFR; MAP2K1; GAB1; RAPGEF4; AKT1; AKT2; AKT3; PIK3CA; PIK3CD; PIK3R3; PIK3R2; PIK3R1; GRM5; SHC1; MTOR; KITLG; PLA2G4F; KRAS; SOS2; GNAS; CXCL8; PLCG1; AGPAT5; AGPAT3; GNA13; RALA	5293; 55326; 5159; 56894; 10000; 5290; 5295; 5296; 207; 208; 255189; 5335; 3845; 5898; 22800; 8503; 11069; 6464; 2915; 1956; 2475; 10672; 4254; 5604; 2778; 2549; 3576; 6655	148	147
0.00714801798473	0.0150674048167	Notch signaling pathway - Homo sapiens (human)	KEGG	path:hsa04330	HDAC1; EP300; KAT2B; RBPJ; TLE4; NOTCH1; KAT2A; NCSTN; DVL2; HDAC2; NOTCH2; ADAM17; HES1; JAG1	6868; 4851; 182; 3516; 1856; 3280; 3065; 2648; 23385; 7091; 8850; 2033; 4853; 3066	59	59
0.00747585628872	0.0156458992328	Hypertrophic cardiomyopathy - Homo sapiens (human)	KEGG	path:hsa05410	ITGB1; ITGA9; TGFB2; DMD; ACTG1; ATP2A2; TGFB1; EMD; ITGB8; ITGA2; ITGA5; ITGA6; IL6; TNF; PRKAA1; EDN1; PRKAB2; ACTB; LMNA	60; 3655; 3673; 3678; 3680; 3688; 3696; 1756; 7124; 1906; 7040; 7042; 4000; 71; 5562; 5565; 2010; 488; 3569	90	90
0.0080722089657	0.0167741647301	Phosphatidylinositol signaling system - Homo sapiens (human)	KEGG	path:hsa04070	OCRL; CALM2; PI4KB; MTMR3; PIK3CA; PIP4P1; IPMK; PIK3CD; PLCG1; PTEN; PIK3C2A; SYNJ1; PIK3R2; PIK3R1; MTMR6; PIK3R3; ITPR1; IP6K3; INPP5F; CDIPT	117283; 90809; 5728; 3708; 8867; 5286; 5290; 5293; 5295; 5296; 5298; 10423; 8897; 5335; 805; 8503; 4952; 22876; 9107; 253430	97	97
0.00839999517314	0.0173323844065	Natural killer cell mediated cytotoxicity - Homo sapiens (human)	KEGG	path:hsa04650	NFATC1; TNFSF10; KLRD1; PPP3R1; TNFRSF10B; PLCG1; SOS2; PIK3CA; BID; PIK3CD; PIK3R3; PIK3R2; PIK3R1; KLRC3; SHC1; RAC1; IFNG; TNF; FASLG; KRAS; CASP3; MAP2K1; BRAF; FAS; PAK1	8743; 8795; 673; 4772; 5290; 5293; 5295; 5296; 637; 5335; 3823; 3824; 5879; 3845; 6464; 836; 8503; 355; 356; 3458; 5534; 5058; 7124; 5604; 6655	131	130
0.00905503959583	0.0185533328782	Inflammatory mediator regulation of TRP channels - Homo sapiens (human)	KEGG	path:hsa04750	MAPK8; MAPK9; PRKCE; CALM2; GNAS; PTGER4; PIK3CA; PPP1CA; PIK3CD; PRKCD; CAMK2D; PLCG1; PIK3R3; PIK3R2; PIK3R1; PRKACB; PRKACA; IL1B; ITPR1; PLA2G4F	5295; 5734; 3708; 5290; 5293; 5296; 5335; 2778; 255189; 805; 817; 8503; 3553; 5499; 5566; 5567; 5580; 5581; 5599; 5601	98	98
0.00929009987448	0.0189027726613	Ribosome - Homo sapiens (human)	KEGG	path:hsa03010	RPS12; RPS10; RPS15; RPL9; RPLP2; RPL27A; RPLP0; RPS7; RPS5; RPS3; RPS2; MRPS11; RPS8; RPL7A; RPL29; RPL27; RPL26; RPL21; RPLP1; RPS27A; MRPS5; MRPS2; RPL14; RPL15; RPL17; RPL19; RPSA; RPL31; RPS3A	6144; 6154; 6157; 6159; 6155; 6175; 6176; 6181; 6187; 6188; 6189; 6193; 6201; 6202; 6204; 6206; 6209; 6233; 6160; 3921; 9045; 51116; 64963; 64969; 6130; 6133; 6138; 6139; 6143	158	158
0.0112898854237	0.0228133546838	Hedgehog signaling pathway - Homo sapiens (human)	KEGG	path:hsa04340	SMURF1; CSNK1A1; CCND1; CCND2; GSK3B; GLI3; GLI1; PRKACA; PRKACB; GAS1; BCL2; CUL1; CUL3	8452; 8454; 1452; 2735; 2737; 2619; 5566; 5567; 57154; 595; 596; 2932; 894	56	56
0.0125631649163	0.0252123789075	Amphetamine addiction - Homo sapiens (human)	KEGG	path:hsa05031	HDAC1; SIRT1; HDAC2; CALM2; PPP3R1; FOS; CAMK2D; CREB5; GNAS; JUN; CREB1; PRKACA; PPP1CA; PRKACB; ATF2	3725; 3065; 2778; 5534; 805; 2353; 817; 5566; 5567; 1385; 1386; 9586; 23411; 3066; 5499	69	69
0.0130987525897	0.026108398019	Pyrimidine metabolism - Homo sapiens (human)	KEGG	path:hsa00240	NME4; ENTPD6; ENTPD4; CTPS1; ENTPD1; CMPK1; DCTD; NT5E; TYMS; DCTPP1; RRM2; PNP; DUT	7298; 51727; 4907; 953; 955; 1635; 1503; 4833; 79077; 9583; 6241; 1854; 4860	57	57
0.0137658775372	0.0272527170163	Pertussis - Homo sapiens (human)	KEGG	path:hsa05133	ITGB1; CASP7; CALM2; CASP3; FOS; IL10; CXCL8; JUN; ITGA5; IL6; TNF; IL1A; NFKB1; MAPK8; MAPK9; IL1B	3725; 3586; 3576; 2353; 840; 5601; 805; 3569; 3678; 4790; 3552; 836; 5599; 3553; 3688; 7124	76	76
0.0192702538251	0.0378938548373	cGMP-PKG signaling pathway - Homo sapiens (human)	KEGG	path:hsa04022	NFATC1; PPP3R1; ADORA3; AKT1; AKT2; AKT3; VDAC2; VDAC1; CALM2; ATP2A2; RGS2; PRKG2; GTF2I; CREB5; PRKCE; CREB1; SLC25A5; ATP2B1; GATA4; ITPR1; PPP1CA; IRS4; KCNJ8; MAP2K1; ROCK2; MEF2C; GNA13; ATP1A1; ATF2	2626; 10000; 4208; 3708; 140; 4772; 3764; 5581; 207; 208; 7416; 9475; 8471; 292; 805; 1385; 1386; 5997; 9586; 5499; 2969; 5534; 10672; 7417; 5593; 476; 5604; 488; 490	167	167
0.0203967930107	0.0398417356809	African trypanosomiasis - Homo sapiens (human)	KEGG	path:hsa05143	IL18; IL10; FAS; THOP1; IL6; IFNG; TNF; FASLG; IL1B	3586; 3458; 3606; 7064; 355; 7124; 3553; 356; 3569	37	36
0.0213387331012	0.0414056211832	Cholinergic synapse - Homo sapiens (human)	KEGG	path:hsa04725	PRKACA; GNB5; FOS; CAMK2D; PIK3CA; CREB5; PIK3CD; MAP2K1; CREB1; AKT3; AKT1; AKT2; GNG5; JAK2; PIK3R2; PIK3R1; PRKACB; PIK3R3; KRAS; ITPR1; BCL2	5296; 207; 596; 3708; 3717; 5290; 5293; 208; 2787; 3845; 10000; 817; 5295; 2353; 8503; 1385; 9586; 10681; 5566; 5567; 5604	113	113
0.0242329708652	0.0467122398914	Aldosterone-regulated sodium reabsorption - Homo sapiens (human)	KEGG	path:hsa04960	NR3C2; ATP1A1; PIK3CA; PIK3CD; PIK3R3; PIK3R2; PIK3R1; PDPK1; KRAS	3845; 5290; 5293; 5295; 5296; 5170; 8503; 4306; 476	37	37
0.0263313803093	0.0504254537948	Dilated cardiomyopathy - Homo sapiens (human)	KEGG	path:hsa05414	ITGB1; ITGA9; TGFB2; DMD; ACTG1; ATP2A2; GNAS; EMD; ITGB8; ITGA2; ITGA5; ITGA6; TNF; PRKACA; TGFB1; PRKACB; ACTB; LMNA	60; 3655; 3673; 3678; 3680; 3688; 3696; 2778; 1756; 7124; 7040; 7042; 4000; 71; 5566; 5567; 2010; 488	96	95
0.0277044344101	0.0527103849491	Vibrio cholerae infection - Homo sapiens (human)	KEGG	path:hsa05110	ACTB; GNAS; PLCG1; PRKACA; ATP6V1G1; PRKACB; KDELR2; ATP6V0E1; ATP6V1B2; ATP6V1C1; ACTG1	11014; 526; 528; 8992; 60; 5566; 5567; 71; 9550; 5335; 2778	50	50
0.0280680235096	0.0530576186342	Autophagy - other - Homo sapiens (human)	KEGG	path:hsa04136	BECN1; ATG16L1; PPP2CB; ATG4A; ATG12; MTOR; ATG5; ATG2B	9474; 5516; 55054; 2475; 9140; 55102; 8678; 115201	32	32
0.0284517104772	0.0534381485245	Amyotrophic lateral sclerosis - Homo sapiens (human)	KEGG	path:hsa05014	TOMM40L; ACTG1; PPP3R1; PSMD4; BAX; PSMD2; RAB5A; MATR3; POM121; VDAC1; EIF2S1; RB1CC1; DCTN4; DCTN5; XBP1; ANXA7; PSMA3; TUBA1C; TUBA1B; BID; NDC1; DERL1; HNRNPA2B1; NUP214; TUBB2B; COX6C; NDUFA4; ULK1; BECN1; ERBB4; RAC1; TUBB3; TNF; MTOR; RAE1; COX7C; ATG2B; UQCRFS1; SEM1; NRBF2; ATXN2L; NUP50; TP53; CASP3; COX7A2L; COX5A; TUBB4B; KIF5B; TUBB; CASP9; NUP153; ACTB; UQCRC1; SIGMAR1; BCL2	2066; 10280; 60; 71; 10376; 10381; 10383; 84134; 8408; 8480; 310; 203068; 55706; 2475; 9782; 8678; 84516; 581; 596; 4697; 637; 3181; 84790; 836; 842; 7124; 7157; 11273; 10762; 9377; 7384; 7386; 7416; 29982; 79139; 1345; 1350; 5534; 347733; 5684; 5708; 5710; 9821; 9883; 3799; 9167; 5868; 9972; 5879; 7979; 55102; 8021; 7494; 1965; 51164	364	364
0.0307855523741	0.0574532920102	RIG-I-like receptor signaling pathway - Homo sapiens (human)	KEGG	path:hsa04622	FADD; IFIH1; MAP3K1; DDX3X; CXCL8; NFKBIA; CHUK; IKBKB; ATG12; TNF; ATG5; NFKB1; MAPK8; MAPK9	9474; 3576; 64135; 4790; 9140; 4792; 5599; 1654; 8772; 7124; 4214; 3551; 5601; 1147	70	70
0.0326116166355	0.0604759726215	GnRH secretion - Homo sapiens (human)	KEGG	path:hsa04929	ESR2; PIK3CA; PIK3CD; MAP2K1; AKT1; AKT2; AKT3; PIK3R3; PIK3R2; PIK3R1; GABBR1; ITPR1; KRAS	8503; 3845; 10000; 5296; 207; 5290; 5293; 5295; 2100; 208; 5604; 2550; 3708	64	64
0.042949243184	0.0785473558536	Nucleotide excision repair - Homo sapiens (human)	KEGG	path:hsa03420	RAD23B; GTF2H3; GTF2H2C; GTF2H1; RPA2; CUL4A; POLD1; POLE; POLE4; DDB1	8451; 728340; 2965; 2967; 5424; 5426; 56655; 6118; 1642; 5887	47	47
0.042949243184	0.0785473558536	Carbohydrate digestion and absorption - Homo sapiens (human)	KEGG	path:hsa04973	ATP1A1; HK2; PIK3CA; PIK3CD; AKT1; AKT2; AKT3; PIK3R3; PIK3R2; PIK3R1	10000; 3099; 5290; 5293; 5295; 5296; 8503; 207; 208; 476	47	47
0.0431608337626	0.0785473558536	RNA transport - Homo sapiens (human)	KEGG	path:hsa03013	NCBP2; PABPC1; EIF2B2; FMR1; EIF2S1; XPO1; EIF3I; NMD3; ELAC2; RAN; EIF3A; EIF3B; EIF3C; NDC1; EEF1A1; NUP214; POM121; KPNB1; PRMT5; CASC3; FXR1; RAE1; EIF4B; UBE2I; GEMIN8; NUP50; EIF4G2; NUP153; EIF4A1; EIF4A2	10762; 8892; 60528; 9883; 7329; 54960; 10419; 8087; 9972; 3837; 8661; 22794; 8663; 5901; 2332; 8480; 8668; 8021; 7514; 26986; 1915; 51068; 22916; 55706; 1965; 1973; 1974; 1975; 1982; 8662	186	186
0.0434784258981	0.0786369060997	Long-term depression - Homo sapiens (human)	KEGG	path:hsa04730	PPP2R1B; ITPR1; GNAS; PPP2CB; IGF1R; MAP2K1; GNA13; PRKG2; LYN; KRAS; PLA2G4F; BRAF	3845; 5516; 5519; 3480; 10672; 673; 5593; 4067; 5604; 2778; 3708; 255189	60	60
0.0446910626144	0.0803342413867	Ferroptosis - Homo sapiens (human)	KEGG	path:hsa04216	GSS; TP53; SLC39A14; PRNP; SLC7A11; ACSL4; GCLC; ATG5; VDAC2	9474; 2182; 2729; 7417; 23516; 23657; 5621; 7157; 2937	41	41
0.0454222515405	0.0811507298864	Long-term potentiation - Homo sapiens (human)	KEGG	path:hsa04720	EP300; CALM2; PPP3R1; PPP1CA; CAMK2D; RAP1B; MAP2K1; PRKACA; BRAF; PRKACB; GRM5; ITPR1; KRAS	3845; 5908; 5534; 805; 817; 5566; 5567; 673; 2915; 5604; 3708; 2033; 5499	67	67
0.0461589914424	0.0819671787432	Fanconi anemia pathway - Homo sapiens (human)	KEGG	path:hsa03460	BRCA1; FAAP24; RPA2; FANCF; REV3L; FANCD2; REV1; HES1; FANCL; RAD51C; FANCI	2177; 5889; 2188; 51455; 55120; 55215; 91442; 6118; 672; 3280; 5980	54	54
0.0467761230034	0.0825626749397	Phagosome - Homo sapiens (human)	KEGG	path:hsa04145	ACTG1; ITGA2; ITGA5; TUBA1C; TUBA1B; THBS1; ATP6V1B2; ITGB1; RAB5A; RAC1; TUBB3; DYNC1LI2; DYNC1H1; ATP6V1C1; TUBB2B; VAMP3; TUBB4B; SCARB1; TUBB; TLR2; STX12; COLEC12; ATP6V1G1; ATP6V0E1; ACTB	526; 528; 60; 71; 347733; 7097; 3673; 3678; 3688; 23673; 9341; 10376; 81035; 10381; 10383; 5868; 1778; 1783; 8992; 84790; 203068; 9550; 7057; 949; 5879	152	151
